nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x0000d424 0x0040e424 5   24   .text   utf32le Yu=!꠸
935  0x0002576b 0x0042676b 14  29   .text   utf16le m_pbRed.Locked
936  0x0002578c 0x0042678c 17  35   .text   utf16le m_pbRed.Modifiers
937  0x000257b3 0x004267b3 32  65   .text   utf16le m_pbToolbarGap1.DefaultModifiers
938  0x000257f8 0x004267f8 22  45   .text   utf16le m_pbToolbarGap1.Locked
939  0x00025829 0x00426829 25  51   .text   utf16le m_pbToolbarGap1.Modifiers
940  0x00025860 0x00426860 32  65   .text   utf16le m_pbToolbarGap2.DefaultModifiers
941  0x000258a5 0x004268a5 22  45   .text   utf16le m_pbToolbarGap2.Locked
942  0x000258d6 0x004268d6 25  51   .text   utf16le m_pbToolbarGap2.Modifiers
943  0x0002590d 0x0042690d 25  51   .text   utf16le m_rb24mm.DefaultModifiers
944  0x00025944 0x00426944 15  31   .text   utf16le m_rb24mm.Locked
945  0x00025967 0x00426967 18  37   .text   utf16le m_rb24mm.Modifiers
946  0x00025990 0x00426990 25  51   .text   utf16le m_rb35mm.DefaultModifiers
947  0x000259c7 0x004269c7 15  31   .text   utf16le m_rb35mm.Locked
948  0x000259ea 0x004269ea 18  37   .text   utf16le m_rb35mm.Modifiers
949  0x00025a13 0x00426a13 53  107  .text   utf16le m_rbAdvanced4ChannelSaveResolution16.DefaultModifiers
950  0x00025a82 0x00426a82 43  87   .text   utf16le m_rbAdvanced4ChannelSaveResolution16.Locked
951  0x00025add 0x00426add 46  93   .text   utf16le m_rbAdvanced4ChannelSaveResolution16.Modifiers
952  0x00025b3e 0x00426b3e 52  105  .text   utf16le m_rbAdvanced4ChannelSaveResolution4.DefaultModifiers
953  0x00025bab 0x00426bab 42  85   .text   utf16le m_rbAdvanced4ChannelSaveResolution4.Locked
954  0x00025c04 0x00426c04 45  91   .text   utf16le m_rbAdvanced4ChannelSaveResolution4.Modifiers
955  0x00025c63 0x00426c63 52  105  .text   utf16le m_rbAdvanced4ChannelSaveResolution8.DefaultModifiers
956  0x00025cd0 0x00426cd0 42  85   .text   utf16le m_rbAdvanced4ChannelSaveResolution8.Locked
957  0x00025d29 0x00426d29 45  91   .text   utf16le m_rbAdvanced4ChannelSaveResolution8.Modifiers
958  0x00025d88 0x00426d88 47  95   .text   utf16le m_rbAdvancedAction4ChannelSave.DefaultModifiers
959  0x00025deb 0x00426deb 37  75   .text   utf16le m_rbAdvancedAction4ChannelSave.Locked
960  0x00025e3a 0x00426e3a 40  81   .text   utf16le m_rbAdvancedAction4ChannelSave.Modifiers
961  0x00025e8f 0x00426e8f 52  105  .text   utf16le m_rbAdvancedActionCalibrationWizard.DefaultModifiers
962  0x00025efc 0x00426efc 42  85   .text   utf16le m_rbAdvancedActionCalibrationWizard.Locked
963  0x00025f55 0x00426f55 45  91   .text   utf16le m_rbAdvancedActionCalibrationWizard.Modifiers
964  0x00025fb4 0x00426fb4 41  83   .text   utf16le m_rbAdvancedActionEEProm.DefaultModifiers
965  0x0002600b 0x0042700b 31  63   .text   utf16le m_rbAdvancedActionEEProm.Locked
966  0x0002604e 0x0042704e 34  69   .text   utf16le m_rbAdvancedActionEEProm.Modifiers
967  0x00026097 0x00427097 44  89   .text   utf16le m_rbAdvancedActionFilmTrack.DefaultModifiers
968  0x000260f4 0x004270f4 34  69   .text   utf16le m_rbAdvancedActionFilmTrack.Locked
969  0x0002613d 0x0042713d 37  75   .text   utf16le m_rbAdvancedActionFilmTrack.Modifiers
970  0x0002618c 0x0042718c 46  93   .text   utf16le m_rbAdvancedActionFilterWheel.DefaultModifiers
971  0x000261ed 0x004271ed 36  73   .text   utf16le m_rbAdvancedActionFilterWheel.Locked
972  0x0002623a 0x0042723a 39  79   .text   utf16le m_rbAdvancedActionFilterWheel.Modifiers
973  0x0002628d 0x0042728d 46  93   .text   utf16le m_rbAdvancedActionLiveAcquire.DefaultModifiers
974  0x000262ee 0x004272ee 36  73   .text   utf16le m_rbAdvancedActionLiveAcquire.Locked
975  0x0002633b 0x0042733b 39  79   .text   utf16le m_rbAdvancedActionLiveAcquire.Modifiers
976  0x0002638e 0x0042738e 42  85   .text   utf16le m_rbAdvancedCalibrateFull.DefaultModifiers
977  0x000263e7 0x004273e7 32  65   .text   utf16le m_rbAdvancedCalibrateFull.Locked
978  0x0002642c 0x0042742c 35  71   .text   utf16le m_rbAdvancedCalibrateFull.Modifiers
979  0x00026477 0x00427477 51  103  .text   utf16le m_rbAdvancedCalibrateMagnification.DefaultModifiers
980  0x000264e2 0x004274e2 41  83   .text   utf16le m_rbAdvancedCalibrateMagnification.Locked
981  0x00026539 0x00427539 44  89   .text   utf16le m_rbAdvancedCalibrateMagnification.Modifiers
982  0x00026596 0x00427596 48  97   .text   utf16le m_rbAdvancedCalibrateMotorSpeed.DefaultModifiers
983  0x000265fb 0x004275fb 38  77   .text   utf16le m_rbAdvancedCalibrateMotorSpeed.Locked
984  0x0002664c 0x0042764c 41  83   .text   utf16le m_rbAdvancedCalibrateMotorSpeed.Modifiers
985  0x000266a3 0x004276a3 40  81   .text   utf16le m_rbAdvancedEEPromErase.DefaultModifiers
986  0x000266f8 0x004276f8 30  61   .text   utf16le m_rbAdvancedEEPromErase.Locked
987  0x00026739 0x00427739 33  67   .text   utf16le m_rbAdvancedEEPromErase.Modifiers
988  0x00026780 0x00427780 39  79   .text   utf16le m_rbAdvancedEEPromLoad.DefaultModifiers
989  0x000267d3 0x004277d3 29  59   .text   utf16le m_rbAdvancedEEPromLoad.Locked
990  0x00026812 0x00427812 32  65   .text   utf16le m_rbAdvancedEEPromLoad.Modifiers
991  0x00026857 0x00427857 46  93   .text   utf16le m_rbAdvancedEEPromScannerType.DefaultModifiers
992  0x000268b8 0x004278b8 36  73   .text   utf16le m_rbAdvancedEEPromScannerType.Locked
993  0x00026905 0x00427905 39  79   .text   utf16le m_rbAdvancedEEPromScannerType.Modifiers
994  0x00026958 0x00427958 46  93   .text   utf16le m_rbAdvancedLiveAcquireFilm24.DefaultModifiers
995  0x000269b9 0x004279b9 36  73   .text   utf16le m_rbAdvancedLiveAcquireFilm24.Locked
996  0x00026a06 0x00427a06 39  79   .text   utf16le m_rbAdvancedLiveAcquireFilm24.Modifiers
997  0x00026a59 0x00427a59 46  93   .text   utf16le m_rbAdvancedLiveAcquireFilm35.DefaultModifiers
998  0x00026aba 0x00427aba 36  73   .text   utf16le m_rbAdvancedLiveAcquireFilm35.Locked
999  0x00026b07 0x00427b07 39  79   .text   utf16le m_rbAdvancedLiveAcquireFilm35.Modifiers
1000 0x00026b5a 0x00427b5a 52  105  .text   utf16le m_rbAdvancedLiveAcquireResolution16.DefaultModifiers
1001 0x00026bc7 0x00427bc7 42  85   .text   utf16le m_rbAdvancedLiveAcquireResolution16.Locked
1002 0x00026c20 0x00427c20 45  91   .text   utf16le m_rbAdvancedLiveAcquireResolution16.Modifiers
1003 0x00026c7f 0x00427c7f 51  103  .text   utf16le m_rbAdvancedLiveAcquireResolution4.DefaultModifiers
1004 0x00026cea 0x00427cea 41  83   .text   utf16le m_rbAdvancedLiveAcquireResolution4.Locked
1005 0x00026d41 0x00427d41 44  89   .text   utf16le m_rbAdvancedLiveAcquireResolution4.Modifiers
1006 0x00026d9e 0x00427d9e 51  103  .text   utf16le m_rbAdvancedLiveAcquireResolution8.DefaultModifiers
1007 0x00026e09 0x00427e09 41  83   .text   utf16le m_rbAdvancedLiveAcquireResolution8.Locked
1008 0x00026e60 0x00427e60 44  89   .text   utf16le m_rbAdvancedLiveAcquireResolution8.Modifiers
1009 0x00026ebd 0x00427ebd 32  65   .text   utf16le m_rbDisplayFull.DefaultModifiers
1010 0x00026f02 0x00427f02 22  45   .text   utf16le m_rbDisplayFull.Locked
1011 0x00026f33 0x00427f33 25  51   .text   utf16le m_rbDisplayFull.Modifiers
1012 0x00026f6a 0x00427f6a 33  67   .text   utf16le m_rbDisplayPixel.DefaultModifiers
1013 0x00026fb1 0x00427fb1 23  47   .text   utf16le m_rbDisplayPixel.Locked
1014 0x00026fe4 0x00427fe4 26  53   .text   utf16le m_rbDisplayPixel.Modifiers
1015 0x0002701d 0x0042801d 34  69   .text   utf16le m_rbLightFilm24mm.DefaultModifiers
1016 0x00027066 0x00428066 24  49   .text   utf16le m_rbLightFilm24mm.Locked
1017 0x0002709b 0x0042809b 27  55   .text   utf16le m_rbLightFilm24mm.Modifiers
1018 0x000270d6 0x004280d6 34  69   .text   utf16le m_rbLightFilm35mm.DefaultModifiers
1019 0x0002711f 0x0042811f 24  49   .text   utf16le m_rbLightFilm35mm.Locked
1020 0x00027154 0x00428154 27  55   .text   utf16le m_rbLightFilm35mm.Modifiers
1021 0x0002718f 0x0042818f 38  77   .text   utf16le m_rbLightResolution16.DefaultModifiers
1022 0x000271e0 0x004281e0 28  57   .text   utf16le m_rbLightResolution16.Locked
1023 0x0002721d 0x0042821d 31  63   .text   utf16le m_rbLightResolution16.Modifiers
1024 0x00027260 0x00428260 37  75   .text   utf16le m_rbLightResolution4.DefaultModifiers
1025 0x000272af 0x004282af 27  55   .text   utf16le m_rbLightResolution4.Locked
1026 0x000272ea 0x004282ea 30  61   .text   utf16le m_rbLightResolution4.Modifiers
1027 0x0002732b 0x0042832b 37  75   .text   utf16le m_rbLightResolution8.DefaultModifiers
1028 0x0002737a 0x0042837a 27  55   .text   utf16le m_rbLightResolution8.Locked
1029 0x000273b5 0x004283b5 30  61   .text   utf16le m_rbLightResolution8.Modifiers
1030 0x000273f6 0x004283f6 34  69   .text   utf16le m_rbTestAlignment.DefaultModifiers
1031 0x0002743f 0x0042843f 24  49   .text   utf16le m_rbTestAlignment.Locked
1032 0x00027474 0x00428474 27  55   .text   utf16le m_rbTestAlignment.Modifiers
1033 0x000274af 0x004284af 36  73   .text   utf16le m_rbTestDigitalPots.DefaultModifiers
1034 0x000274fc 0x004284fc 26  53   .text   utf16le m_rbTestDigitalPots.Locked
1035 0x00027535 0x00428535 29  59   .text   utf16le m_rbTestDigitalPots.Modifiers
1036 0x00027574 0x00428574 30  61   .text   utf16le m_rbTestFocus.DefaultModifiers
1037 0x000275b5 0x004285b5 20  41   .text   utf16le m_rbTestFocus.Locked
1038 0x000275e2 0x004285e2 23  47   .text   utf16le m_rbTestFocus.Modifiers
1039 0x00027615 0x00428615 32  65   .text   utf16le m_rbTestSensors.DefaultModifiers
1040 0x0002765a 0x0042865a 22  45   .text   utf16le m_rbTestSensors.Locked
1041 0x0002768b 0x0042868b 25  51   .text   utf16le m_rbTestSensors.Modifiers
1042 0x000276c2 0x004286c2 33  67   .text   utf16le m_rbTestSteppers.DefaultModifiers
1043 0x00027709 0x00428709 23  47   .text   utf16le m_rbTestSteppers.Locked
1044 0x0002773c 0x0042873c 26  53   .text   utf16le m_rbTestSteppers.Modifiers
1045 0x00027775 0x00428775 29  59   .text   utf16le m_scVertical.DefaultModifiers
1046 0x000277b4 0x004287b4 19  39   .text   utf16le m_scVertical.Locked
1047 0x000277df 0x004287df 22  45   .text   utf16le m_scVertical.Modifiers
1048 0x00027810 0x00428810 25  51   .text   utf16le m_slBlue.DefaultModifiers
1049 0x00027847 0x00428847 15  31   .text   utf16le m_slBlue.Locked
1050 0x0002786a 0x0042886a 18  37   .text   utf16le m_slBlue.Modifiers
1051 0x00027893 0x00428893 26  53   .text   utf16le m_slGreen.DefaultModifiers
1052 0x000278cc 0x004288cc 16  33   .text   utf16le m_slGreen.Locked
1053 0x000278f1 0x004288f1 19  39   .text   utf16le m_slGreen.Modifiers
1054 0x0002791c 0x0042891c 23  47   .text   utf16le m_slIR.DefaultModifiers
1055 0x0002794f 0x0042894f 13  27   .text   utf16le m_slIR.Locked
1056 0x0002796e 0x0042896e 16  33   .text   utf16le m_slIR.Modifiers
1057 0x00027993 0x00428993 35  71   .text   utf16le m_slPCSAcquireBlue.DefaultModifiers
1058 0x000279de 0x004289de 25  51   .text   utf16le m_slPCSAcquireBlue.Locked
1059 0x00027a15 0x00428a15 28  57   .text   utf16le m_slPCSAcquireBlue.Modifiers
1060 0x00027a52 0x00428a52 36  73   .text   utf16le m_slPCSAcquireGreen.DefaultModifiers
1061 0x00027a9f 0x00428a9f 26  53   .text   utf16le m_slPCSAcquireGreen.Locked
1062 0x00027ad8 0x00428ad8 29  59   .text   utf16le m_slPCSAcquireGreen.Modifiers
1063 0x00027b17 0x00428b17 33  67   .text   utf16le m_slPCSAcquireIr.DefaultModifiers
1064 0x00027b5e 0x00428b5e 23  47   .text   utf16le m_slPCSAcquireIr.Locked
1065 0x00027b91 0x00428b91 26  53   .text   utf16le m_slPCSAcquireIr.Modifiers
1066 0x00027bca 0x00428bca 34  69   .text   utf16le m_slPCSAcquireRed.DefaultModifiers
1067 0x00027c13 0x00428c13 24  49   .text   utf16le m_slPCSAcquireRed.Locked
1068 0x00027c48 0x00428c48 27  55   .text   utf16le m_slPCSAcquireRed.Modifiers
1069 0x00027c83 0x00428c83 44  89   .text   utf16le m_slPCSOpticalAlignmentBlue.DefaultModifiers
1070 0x00027ce0 0x00428ce0 34  69   .text   utf16le m_slPCSOpticalAlignmentBlue.Locked
1071 0x00027d29 0x00428d29 37  75   .text   utf16le m_slPCSOpticalAlignmentBlue.Modifiers
1072 0x00027d78 0x00428d78 43  87   .text   utf16le m_slPCSOpticalAlignmentRed.DefaultModifiers
1073 0x00027dd3 0x00428dd3 33  67   .text   utf16le m_slPCSOpticalAlignmentRed.Locked
1074 0x00027e1a 0x00428e1a 36  73   .text   utf16le m_slPCSOpticalAlignmentRed.Modifiers
1075 0x00027e67 0x00428e67 24  49   .text   utf16le m_slRed.DefaultModifiers
1076 0x00027e9c 0x00428e9c 14  29   .text   utf16le m_slRed.Locked
1077 0x00027ebd 0x00428ebd 17  35   .text   utf16le m_slRed.Modifiers
1078 0x00027ee4 0x00428ee4 29  59   .text   utf16le m_tbAPSBoard.DefaultModifiers
1079 0x00027f23 0x00428f23 19  39   .text   utf16le m_tbAPSBoard.Locked
1080 0x00027f4e 0x00428f4e 22  45   .text   utf16le m_tbAPSBoard.Modifiers
1081 0x00027f80 0x00428f80 77  155  .text   utf16le m_tbAdvancedCalibrationFullScannerIdentificationSerialNumber.DefaultModifiers
1082 0x00028020 0x00429020 67  135  .text   utf16le m_tbAdvancedCalibrationFullScannerIdentificationSerialNumber.Locked
1083 0x000280ac 0x004290ac 70  141  .text   utf16le m_tbAdvancedCalibrationFullScannerIdentificationSerialNumber.Modifiers
1084 0x0002813d 0x0042913d 51  103  .text   utf16le m_tbAdvancedEEPromLoadSerialNumber.DefaultModifiers
1085 0x000281a8 0x004291a8 41  83   .text   utf16le m_tbAdvancedEEPromLoadSerialNumber.Locked
1086 0x000281ff 0x004291ff 44  89   .text   utf16le m_tbAdvancedEEPromLoadSerialNumber.Modifiers
1087 0x0002825c 0x0042925c 29  59   .text   utf16le m_tbCCDBoard.DefaultModifiers
1088 0x0002829b 0x0042929b 19  39   .text   utf16le m_tbCCDBoard.Locked
1089 0x000282c6 0x004292c6 22  45   .text   utf16le m_tbCCDBoard.Modifiers
1090 0x000282f7 0x004292f7 28  57   .text   utf16le m_tbDXBoard.DefaultModifiers
1091 0x00028334 0x00429334 18  37   .text   utf16le m_tbDXBoard.Locked
1092 0x0002835d 0x0042935d 21  43   .text   utf16le m_tbDXBoard.Modifiers
1093 0x0002838c 0x0042938c 27  55   .text   utf16le m_tbEEProm.DefaultModifiers
1094 0x000283c7 0x004293c7 17  35   .text   utf16le m_tbEEProm.Locked
1095 0x000283ee 0x004293ee 20  41   .text   utf16le m_tbEEProm.Modifiers
1096 0x0002841b 0x0042941b 36  73   .text   utf16le m_tbHardwareVersion.DefaultModifiers
1097 0x00028468 0x00429468 26  53   .text   utf16le m_tbHardwareVersion.Locked
1098 0x000284a1 0x004294a1 29  59   .text   utf16le m_tbHardwareVersion.Modifiers
1099 0x000284e0 0x004294e0 30  61   .text   utf16le m_tbLampBoard.DefaultModifiers
1100 0x00028521 0x00429521 20  41   .text   utf16le m_tbLampBoard.Locked
1101 0x0002854e 0x0042954e 23  47   .text   utf16le m_tbLampBoard.Modifiers
1102 0x00028581 0x00429581 31  63   .text   utf16le m_tbMotorBoard.DefaultModifiers
1103 0x000285c4 0x004295c4 21  43   .text   utf16le m_tbMotorBoard.Locked
1104 0x000285f3 0x004295f3 24  49   .text   utf16le m_tbMotorBoard.Modifiers
1105 0x00028628 0x00429628 50  101  .text   utf16le m_tbPCSEEProm24mm16BaseCCDStepper.DefaultModifiers
1106 0x00028691 0x00429691 40  81   .text   utf16le m_tbPCSEEProm24mm16BaseCCDStepper.Locked
1107 0x000286e6 0x004296e6 43  87   .text   utf16le m_tbPCSEEProm24mm16BaseCCDStepper.Modifiers
1108 0x00028741 0x00429741 47  95   .text   utf16le m_tbPCSEEProm24mm16BaseIrSpeed.DefaultModifiers
1109 0x000287a4 0x004297a4 37  75   .text   utf16le m_tbPCSEEProm24mm16BaseIrSpeed.Locked
1110 0x000287f3 0x004297f3 40  81   .text   utf16le m_tbPCSEEProm24mm16BaseIrSpeed.Modifiers
1111 0x00028848 0x00429848 51  103  .text   utf16le m_tbPCSEEProm24mm16BaseLensStepper.DefaultModifiers
1112 0x000288b3 0x004298b3 41  83   .text   utf16le m_tbPCSEEProm24mm16BaseLensStepper.Locked
1113 0x0002890a 0x0042990a 44  89   .text   utf16le m_tbPCSEEProm24mm16BaseLensStepper.Modifiers
1114 0x00028967 0x00429967 50  101  .text   utf16le m_tbPCSEEProm24mm16BaseMotorSpeed.DefaultModifiers
1115 0x000289d0 0x004299d0 40  81   .text   utf16le m_tbPCSEEProm24mm16BaseMotorSpeed.Locked
1116 0x00028a25 0x00429a25 43  87   .text   utf16le m_tbPCSEEProm24mm16BaseMotorSpeed.Modifiers
1117 0x00028a80 0x00429a80 46  93   .text   utf16le m_tbPCSEEProm24mm16BaseOffset.DefaultModifiers
1118 0x00028ae1 0x00429ae1 36  73   .text   utf16le m_tbPCSEEProm24mm16BaseOffset.Locked
1119 0x00028b2e 0x00429b2e 39  79   .text   utf16le m_tbPCSEEProm24mm16BaseOffset.Modifiers
1120 0x00028b81 0x00429b81 49  99   .text   utf16le m_tbPCSEEProm24mm4BaseCCDStepper.DefaultModifiers
1121 0x00028be8 0x00429be8 39  79   .text   utf16le m_tbPCSEEProm24mm4BaseCCDStepper.Locked
1122 0x00028c3b 0x00429c3b 42  85   .text   utf16le m_tbPCSEEProm24mm4BaseCCDStepper.Modifiers
1123 0x00028c94 0x00429c94 46  93   .text   utf16le m_tbPCSEEProm24mm4BaseIrSpeed.DefaultModifiers
1124 0x00028cf5 0x00429cf5 36  73   .text   utf16le m_tbPCSEEProm24mm4BaseIrSpeed.Locked
1125 0x00028d42 0x00429d42 39  79   .text   utf16le m_tbPCSEEProm24mm4BaseIrSpeed.Modifiers
1126 0x00028d95 0x00429d95 50  101  .text   utf16le m_tbPCSEEProm24mm4BaseLensStepper.DefaultModifiers
1127 0x00028dfe 0x00429dfe 40  81   .text   utf16le m_tbPCSEEProm24mm4BaseLensStepper.Locked
1128 0x00028e53 0x00429e53 43  87   .text   utf16le m_tbPCSEEProm24mm4BaseLensStepper.Modifiers
1129 0x00028eae 0x00429eae 49  99   .text   utf16le m_tbPCSEEProm24mm4BaseMotorSpeed.DefaultModifiers
1130 0x00028f15 0x00429f15 39  79   .text   utf16le m_tbPCSEEProm24mm4BaseMotorSpeed.Locked
1131 0x00028f68 0x00429f68 42  85   .text   utf16le m_tbPCSEEProm24mm4BaseMotorSpeed.Modifiers
1132 0x00028fc1 0x00429fc1 45  91   .text   utf16le m_tbPCSEEProm24mm4BaseOffset.DefaultModifiers
1133 0x00029020 0x0042a020 35  71   .text   utf16le m_tbPCSEEProm24mm4BaseOffset.Locked
1134 0x0002906b 0x0042a06b 38  77   .text   utf16le m_tbPCSEEProm24mm4BaseOffset.Modifiers
1135 0x000290bc 0x0042a0bc 49  99   .text   utf16le m_tbPCSEEProm24mm8BaseCCDStepper.DefaultModifiers
1136 0x00029123 0x0042a123 39  79   .text   utf16le m_tbPCSEEProm24mm8BaseCCDStepper.Locked
1137 0x00029176 0x0042a176 42  85   .text   utf16le m_tbPCSEEProm24mm8BaseCCDStepper.Modifiers
1138 0x000291cf 0x0042a1cf 46  93   .text   utf16le m_tbPCSEEProm24mm8BaseIrSpeed.DefaultModifiers
1139 0x00029230 0x0042a230 36  73   .text   utf16le m_tbPCSEEProm24mm8BaseIrSpeed.Locked
1140 0x0002927d 0x0042a27d 39  79   .text   utf16le m_tbPCSEEProm24mm8BaseIrSpeed.Modifiers
1141 0x000292d0 0x0042a2d0 50  101  .text   utf16le m_tbPCSEEProm24mm8BaseLensStepper.DefaultModifiers
1142 0x00029339 0x0042a339 40  81   .text   utf16le m_tbPCSEEProm24mm8BaseLensStepper.Locked
1143 0x0002938e 0x0042a38e 43  87   .text   utf16le m_tbPCSEEProm24mm8BaseLensStepper.Modifiers
1144 0x000293e9 0x0042a3e9 49  99   .text   utf16le m_tbPCSEEProm24mm8BaseMotorSpeed.DefaultModifiers
1145 0x00029450 0x0042a450 39  79   .text   utf16le m_tbPCSEEProm24mm8BaseMotorSpeed.Locked
1146 0x000294a3 0x0042a4a3 42  85   .text   utf16le m_tbPCSEEProm24mm8BaseMotorSpeed.Modifiers
1147 0x000294fc 0x0042a4fc 45  91   .text   utf16le m_tbPCSEEProm24mm8BaseOffset.DefaultModifiers
1148 0x0002955b 0x0042a55b 35  71   .text   utf16le m_tbPCSEEProm24mm8BaseOffset.Locked
1149 0x000295a6 0x0042a5a6 38  77   .text   utf16le m_tbPCSEEProm24mm8BaseOffset.Modifiers
1150 0x000295f7 0x0042a5f7 50  101  .text   utf16le m_tbPCSEEProm35mm16BaseCCDStepper.DefaultModifiers
1151 0x00029660 0x0042a660 40  81   .text   utf16le m_tbPCSEEProm35mm16BaseCCDStepper.Locked
1152 0x000296b5 0x0042a6b5 43  88   .text   utf16le m_tbPCSEEProm35mm16BaseCCDStepper.Modifiers
1153 0x00029710 0x0042a710 47  95   .text   utf16le m_tbPCSEEProm35mm16BaseIrSpeed.DefaultModifiers
1154 0x00029773 0x0042a773 37  75   .text   utf16le m_tbPCSEEProm35mm16BaseIrSpeed.Locked
1155 0x000297c2 0x0042a7c2 40  81   .text   utf16le m_tbPCSEEProm35mm16BaseIrSpeed.Modifiers
1156 0x00029817 0x0042a817 51  103  .text   utf16le m_tbPCSEEProm35mm16BaseLensStepper.DefaultModifiers
1157 0x00029882 0x0042a882 41  83   .text   utf16le m_tbPCSEEProm35mm16BaseLensStepper.Locked
1158 0x000298d9 0x0042a8d9 44  89   .text   utf16le m_tbPCSEEProm35mm16BaseLensStepper.Modifiers
1159 0x00029936 0x0042a936 50  101  .text   utf16le m_tbPCSEEProm35mm16BaseMotorSpeed.DefaultModifiers
1160 0x0002999f 0x0042a99f 40  81   .text   utf16le m_tbPCSEEProm35mm16BaseMotorSpeed.Locked
1161 0x000299f4 0x0042a9f4 43  87   .text   utf16le m_tbPCSEEProm35mm16BaseMotorSpeed.Modifiers
1162 0x00029a4f 0x0042aa4f 46  93   .text   utf16le m_tbPCSEEProm35mm16BaseOffset.DefaultModifiers
1163 0x00029ab0 0x0042aab0 36  73   .text   utf16le m_tbPCSEEProm35mm16BaseOffset.Locked
